title,plot,Οικογενειακή,Δραμεντί,Περιπέτεια,Κωμωδία,Δράσης,Αισθηματική,Δραματική,Θρίλερ,Δραματικό Θρίλερ,Φαντασίας,Επιστημονικής Φαντασίας,Εποχής
'Πρωτάθλημα για… Βαρυποινίτες',"Ο Πολ Κρου, πρώην σταρ του ράγκμπι, συλλαμβάνεται μεθυσμένος και καταδικάζεται σε ποινή φυλάκισης στις σκληρές φυλακές Άλενβιλ. Εκεί, ο διευθυντής των φυλακών Χέιζεν τού αναθέτει μια πρωτότυπη αποστολή: να δημιουργήσει μια ομάδα ράγκμπι με τους κρατούμενους, προκειμένου να αντιμετωπίσει την ομάδα των δεσμοφυλάκων. Ο Κρου συνεργάζεται με έναν πανούργο κατάδικο, τον Κερτέικερ και στήνουν μαζί τη “Σκληρή Μηχανή”, μια από τις πιο τρελές ομάδες που έχει δει ποτέ το άθλημα, και έχουν την ευκαιρία να δώσουν ένα καλό μάθημα σ’ αυτούς που τους κρατάνε πίσω από τα κάγκελα.",0,0,0,1,0,0,0,0,0,0,0,0
'Η Κοκκινοσκουφίτσα',"Επί σειρά ετών, οι άνθρωποι του Ντάγκενχορν είχαν διατηρήσει μια εύθραυστη ανακωχή με έναν λυκάνθρωπο, αλλά οι ισορροπίες ανατρέπονται όταν το κτήνος σκοτώνει τη μεγαλύτερη αδερφή της γενναίας Βάλερι. Ερωτευμένη με έναν άνδρα αλλά και λογοδοσμένη από τους γονείς της με έναν άλλο, η ζωή της Βάλερι επηρεάζεται για μια ακόμα φορά από τις κτηνώδεις πράξεις του τέρατος. Όταν ένας κυνηγός λυκανθρώπων προειδοποιεί τους κατοίκους του χωριού ότι το τέρας παίρνει ανθρώπινη μορφή τη μέρα και κυκλοφορεί ανάμεσά τους, επικρατεί πανικός καθώς ο φόρος αίματος αυξάνεται. Και η Βάλερι ανακαλύπτει ότι αυτό που τη συνδέει με τον λυκάνθρωπο είναι ένας δεσμός τόσο στενός που την καθιστά τόσο ύποπτη… όσο και δόλωμα.",0,0,0,0,0,1,0,1,0,1,0,1
'Μη Με Αγγίζεις',"Στα ρευστά όρια μεταξύ πραγματικότητας και μυθοπλασίας, η ιστορία ακολουθεί τα συναισθηματικά ταξίδια της Λόρα, του Τόμας και του Κρίστιαν, μέσα από μια βαθιά τρυφερή ματιά στις ζωές τους. Λαχταρούν την οικειότητα, ενώ τη φοβούνται, προσπαθούν να ξεπεράσουν παλιά μοτίβα, αμυντικούς μηχανισμούς και ταμπού, για να κόψουν τον ομφάλιο λώρο και να ζήσουν επιτέλους ελεύθεροι.",0,0,0,0,0,0,1,0,0,0,0,0
'Το Πολικό Εξπρές',"Τέλη των 1950, κι ένα μικρό αγόρι θέλει αλλά δεν μπορεί να πιστέψει στο νόημα του Χριστουγέννων. Εκεί που θα πέσει να μισοκοιμηθεί, ακούγεται η σειρήνα ενός τρένου. Θα τρέξει έξω από το σπίτι και θα δει ένα τρένο από το πουθενά. Ένας μυστηριώδης εισπράκτορας θα τον καλωσορίσει στο μακρινό ταξίδι με το Πολικό Εξπρές για τον Βόρειο Πόλο και τη μαγική χώρα του Αϊ Βασίλη…",1,0,1,0,0,0,0,0,0,1,0,0
'Ράμπο Νο 3',"Ο συνταγματάρχης Σαμ Τρότμαν ανακαλύπτει τον Ράμπο σε ένα βουδιστικό μοναστήρι, όπου έχει αποσυρθεί, και του προτείνει να τον βοηθήσει σε μια μυστική αποστολή στο Αφγανιστάν. Ο Ράμπο αρνείται, αλλά όταν μαθαίνει ότι ο φίλος του αιχμαλωτίστηκε από τους Σοβιετικούς, αναλαμβάνει δράση. Σε συνεργασία με τους αφγανούς αντάρτες, ο Ράμπο καταστρώνει ένα παράτολμο σχέδιο για να ελευθερώσει τον Τρότμαν. Η κυριότερη φάση του σχεδίου είναι η επίθεση σε ένα φρούριο που κατέχεται από τους Σοβιετικούς. Η σύγκρουση θα είναι άγρια και αιματηρή.",0,0,1,0,1,0,0,1,0,0,0,0
'Επαγγελματίες Απατεώνες',"Ο Ρόι είναι ένας παράξενος μικροαπατεώνας με πολλές έμμονες ιδέες. Ένας μοναχικός, υποχόνδριος τύπος που πάσχει από αγοραφοβία. Μαζί με τον συνεργάτη και «προστατευόμενο» του, Φρανκ, ετοιμάζουν ένα κόλπο που ελπίζουν να τους αποφέρει πολλά κέρδη. Όταν, όμως, εμφανίζεται αναπάντεχα η 14χρονη κόρη του, Άντζελα, την παρουσία της οποίας μέχρι τώρα αγνοούσε, η προγραμματισμένη ζωή του Ρόι αναστατώνεται, ενώ το τέλειο σχέδιο τής πολυαναμενόμενης ληστείας κινδυνεύει να τιναχθεί στον αέρα.",0,1,0,0,0,0,0,0,1,0,0,0
'Οι Αδελφοί Σίστερς',"Το 1850, ο χρυσοθήρας Χέρμαν Κέρμιτ Γουορμ καταδιώκεται σε μια έκταση χιλίων μιλίων από την έρημο του Όρεγκον ως το Σαν Φρανσίσκο από το περίφημο ντουέτο δολοφόνων Ιλάι και Τσάρλι Σίστερς. Ο Τζον Μόρις είναι αυτός που έχει φτάσει πρώτος στον στόχο, ώστε να τον εντοπίσει και να τον παραδώσει στα δύο αδέλφια. Μέχρι τη στιγμή που ο Μόρις αρχίζει να αμφιβάλλει για τη μακροζωία της καριέρας του, και υποψιάζεται ότι ο Χέρμαν μπορεί τελικά να έχει μια καλύτερη προσφορά.",0,1,1,0,0,0,0,0,0,0,0,1
'Η Ομορφιά της Ύπαρξης',"«Αντίκρισα έναν άνθρωπο που είχε χάσει τον δρόμο του, αντίκρισα έναν άνθρωπο που εκλιπαρούσε για τη ζωή του»… λόγια που θα μπορούσαν να φορεθούν σε οποιαδήποτε από τις μοναχικές καρδιές και χαμένες ψυχές που παρελαύνουν μπροστά μας, σαν εκθέματα σε μουσείο με ανθρώπινα παράδοξα. Μια πομπή από βινιέτες που τρεμοπαίζουν, σε καφέ, μπαρ, σταθμούς τρένων, διαμερίσματα και γραφεία, διάστικτες με χλωμές σημαδούρες που αποζητούν ένα βλέμμα παρηγοριάς και κατανόησης.",0,1,0,0,0,0,0,0,0,0,0,0
'Υποψία',"Η Κάθριν και η Κλόι δουλεύουν σε γειτονικές επιχειρήσεις. Το ιατρείο της Κάθριν βρίσκεται απέναντι από το μπαρ Four Seasons, όπου η Κλόι απασχολείται ως πόρνη πολυτελείας. Όταν ο σύζυγος της Κάθριν, Ντέιβιντ, χάνει μια πτήση και το πάρτι- έκπληξη για τα γενέθλιά του, η Κάθριν, υποψιαζόμενη ότι την απατά, αναθέτει στην Κλόι να τον σαγηνεύσει ερωτικά, ώστε να δοκιμάσει τις αντοχές του συζύγου της. Δεν μπορεί να φανταστεί όμως τα γεγονότα που ακολουθούν, αλλά και τον κίνδυνο που όλο αυτό ελλοχεύει για την ίδια και την οικογένειά της.",0,0,0,0,0,1,0,0,1,0,0,0
'Το Αστέρι των Χριστουγέννων',"Ένας μικρός, αλλά θαρραλέος γάιδαρος, με το όνομα Μπο, αποζητά μια ζωή πέρα από το καθημερινό άλεσμα στον μύλο του χωριού. Μια ημέρα, βρίσκει το κουράγιο να δραπετεύσει, και ξεκινάει την περιπέτεια των ονείρων του. Κατά το ταξίδι του, γίνεται φίλος με τη Ρουθ, μια αξιαγάπητη προβατίνα που έχασε το κοπάδι της, και τον Ντέιβ, ένα περιστέρι με υψηλές προσδοκίες. Οι τρεις τους μαζί συναντούν μια ομάδα καμηλών όλο εξυπνάδα και κάποια εκκεντρικά ζώα στάβλου. Πλέον, ο Μπο και οι νέοι του φίλοι ακολουθούν το λαμπρό αστέρι και γίνονται χωρίς να το καταλάβουν ήρωες της ομορφότερης ιστορίας που ειπώθηκε ποτέ: των πρώτων Χριστουγέννων.",1,0,1,1,0,0,0,0,0,0,0,0
